USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24033806713	952216	4180	0.368	0.002	39.0013909	-76.9025767                                                                                                                                           
MD	24033806714	1565876	19194	0.605	0.007	39.004688	-76.9102171                                                                                                                                          
MD	24033806800	2369681	6950	0.915	0.003	38.9895238	-76.9129902                                                                                                                                          
MD	24033806900	1739734	0	0.672	0.	39.01284	-76.9194067                                                                                                                                                  
MD	24033807000	4009512	61028	1.548	0.024	38.9977381	-76.9282772                                                                                                                                         
MD	24033807102	3594577	51403	1.388	0.02	38.9740059	-76.9265842                                                                                                                                          
MD	24033807200	5362646	30777	2.071	0.012	38.9936953	-76.9445325                                                                                                                                         
MD	24033807301	3791655	23132	1.464	0.009	39.010761	-76.9438518                                                                                                                                          
MD	24033807304	1776716	0	0.686	0.	39.024978	-76.9594342                                                                                                                                                 
MD	24033807305	3029496	4428	1.17	0.002	39.0121779	-76.963551                                                                                                                                            
MD	24033807404	6770327	3823	2.614	0.001	39.0368587	-76.9073024                                                                                                                                          
MD	24033807405	7093436	27200	2.739	0.011	39.0383526	-76.928309                                                                                                                                          
MD	24033807407	5841154	84091	2.255	0.032	39.0676225	-76.9228098                                                                                                                                         
MD	24033807408	28244603	158885	10.905	0.061	39.0394986	-76.8891889                                                                                                                                      
MD	24033807409	2300527	2760	0.888	0.001	39.0378008	-76.9471923                                                                                                                                          
MD	24033807410	1183933	3423	0.457	0.001	39.0450064	-76.9464217                                                                                                                                          
MD	24035810100	89798355	3948352	34.671	1.524	39.2148211	-75.9305754                                                                                                                                     
MD	24035810200	180890902	66317	69.842	0.026	39.1537194	-75.8295151                                                                                                                                      
MD	24035810300	136456722	4902777	52.686	1.893	39.1409149	-75.9786731                                                                                                                                    
MD	24035810400	122570091	15362764	47.325	5.932	39.0804997	-76.0884432                                                                                                                                   
MD	24035810500	209870542	345666	81.031	0.133	39.0035509	-75.9837309                                                                                                                                     
MD	24035810600	122575915	30599040	47.327	11.814	38.9455757	-76.1432574                                                                                                                                  
MD	24035810700	19801042	9240342	7.645	3.568	38.9463133	-76.1904268                                                                                                                                      
MD	24035810800	18807266	9621848	7.262	3.715	38.999354	-76.2995616                                                                                                                                       
MD	24035810901	27177041	13688905	10.493	5.285	38.940139	-76.3357899                                                                                                                                     
MD	24035810902	13886174	8403917	5.361	3.245	38.8599751	-76.3645444                                                                                                                                      
MD	24035811000	20815173	22182139	8.037	8.565	38.9424469	-76.2657424                                                                                                                                     
MD	24035990000	0	85623293	0.	33.059	38.9943904	-76.3427756                                                                                                                                              
MD	24035990100	0	125865055	0.	48.597	38.8675414	-76.3212698                                                                                                                                             
MD	24035990200	0	30194325	0.	11.658	39.0058605	-76.2511703                                                                                                                                              
MD	24037875000	54522130	9147734	21.051	3.532	38.4522852	-76.7029273                                                                                                                                     
MD	24037875100	54085049	548546	20.882	0.212	38.4678001	-76.7679538                                                                                                                                      
MD	24037875201	70160620	55823	27.089	0.022	38.3761541	-76.7392077                                                                                                                                       
MD	24037875202	71074089	14998788	27.442	5.791	38.3660018	-76.8073577                                                                                                                                    
MD	24037875300	63240374	30140159	24.417	11.637	38.2700115	-76.7677468                                                                                                                                   
MD	24037875400	73174882	25508338	28.253	9.849	38.2673569	-76.662083                                                                                                                                     
MD	24037875500	88253431	439701	34.075	0.17	38.3156097	-76.6275785                                                                                                                                       
MD	24037875600	59761762	222855	23.074	0.086	38.3591278	-76.6248011                                                                                                                                      
MD	24037875700	68616354	26905624	26.493	10.388	38.3863201	-76.5641874                                                                                                                                   
MD	24037875801	24957279	14672185	9.636	5.665	38.2852791	-76.4157081                                                                                                                                     
MD	24037875802	19488707	5370223	7.525	2.073	38.3120319	-76.4914814                                                                                                                                      
MD	24037875901	22989445	3795620	8.876	1.465	38.2383176	-76.422802                                                                                                                                       
MD	24037875902	17792856	1407836	6.87	0.544	38.2373133	-76.4650175                                                                                                                                       
MD	24037876001	6412357	150267	2.476	0.058	38.2686378	-76.473568                                                                                                                                         
MD	24037876002	31992591	526011	12.352	0.203	38.2681465	-76.5209297                                                                                                                                      
MD	24037876100	93513650	37344519	36.106	14.419	38.1745194	-76.496938                                                                                                                                    
MD	24037876200	108849794	53468701	42.027	20.644	38.1412313	-76.379472                                                                                                                                   
MD	24037990000	0	825814201	0.	318.849	38.1089454	-76.4316213                                                                                                                                            
MD	24039930101	106102545	82238	40.966	0.032	38.2100792	-75.635673                                                                                                                                       
MD	24039930102	130619969	12785893	50.433	4.937	38.2299037	-75.7378056                                                                                                                                   
MD	24039930200	125866699	215459052	48.597	83.189	38.1753254	-75.8646752                                                                                                                                 
MD	24039930300	227992288	36649444	88.028	14.15	38.1073379	-75.6974279                                                                                                                                   
MD	24039930500	202170593	86789304	78.059	33.51	38.0012844	-75.7674627                                                                                                                                   
MD	24039930600	19275592	20531539	7.442	7.927	37.9994381	-75.8700247                                                                                                                                     
MD	24039980400	16063293	238214	6.202	0.092	38.1416567	-75.6915888                                                                                                                                       
MD	24039990100	0	380178794	0.	146.788	38.0119483	-76.0672659                                                                                                                                            
MD	24041960100	205305509	6387644	79.269	2.466	38.861538	-76.011766                                                                                                                                      
MD	24041960201	95132417	30664624	36.731	11.84	38.8079225	-76.1507791                                                                                                                                    
MD	24041960300	3867010	163944	1.493	0.063	38.7722583	-76.0805821                                                                                                                                        
MD	24041960400	5539458	0	2.139	0.	38.7725445	-76.0668991                                                                                                                                                
MD	24041960501	59026265	2624690	22.79	1.013	38.804693	-76.0565737                                                                                                                                       
MD	24041960502	33969382	1421498	13.116	0.549	38.7410676	-76.0340094                                                                                                                                     
MD	24041960600	47840996	31650086	18.472	12.22	38.7288551	-76.1871089                                                                                                                                    
MD	24041960700	39263750	34354970	15.16	13.265	38.7605942	-76.2755373                                                                                                                                    
MD	24041960800	44393029	50631258	17.14	19.549	38.7789942	-76.3202999                                                                                                                                    
MD	24041960900	161181434	52998139	62.233	20.463	38.6563031	-76.0663998                                                                                                                                  
MD	24041990000	0	328508987	0.	126.838	38.7019897	-76.3566564                                                                                                                                            
MD	24043000100	1851534	0	0.715	0.	39.6554889	-77.6999089                                                                                                                                                
MD	24043000200	2951391	0	1.14	0.	39.661387	-77.7189928                                                                                                                                                  
MD	24043000301	3201265	0	1.236	0.	39.6562567	-77.7373932                                                                                                                                                
MD	24043000302	552694	0	0.213	0.	39.6494586	-77.7278474                                                                                                                                                 
MD	24043000400	1007304	0	0.389	0.	39.6466503	-77.7208144                                                                                                                                                
MD	24043000500	2100314	0	0.811	0.	39.6464112	-77.7043471                                                                                                                                                
MD	24043000601	1945118	0	0.751	0.	39.6383587	-77.6997277                                                                                                                                                
MD	24043000602	5589728	0	2.158	0.	39.6189876	-77.7160358                                                                                                                                                
MD	24043000700	1336353	0	0.516	0.	39.6314889	-77.720447                                                                                                                                                 
MD	24043000800	1115962	0	0.431	0.	39.6321924	-77.7281612                                                                                                                                                
MD	24043000900	6399753	26533	2.471	0.01	39.6362802	-77.7565799                                                                                                                                          
MD	24043001001	6632984	0	2.561	0.	39.6195003	-77.7435532                                                                                                                                                
MD	24043001002	4279318	0	1.652	0.	39.6149586	-77.767721                                                                                                                                                 
MD	24043010100	10373192	68393	4.005	0.026	39.6977289	-77.4945899                                                                                                                                        
MD	24043010200	84272781	73363	32.538	0.028	39.6940732	-77.5972229                                                                                                                                       
MD	24043010300	24894346	0	9.612	0.	39.6971768	-77.7119676                                                                                                                                               
MD	24043010400	52091718	407422	20.113	0.157	39.6863308	-77.7769442                                                                                                                                      
MD	24043010500	80510696	1580472	31.085	0.61	39.6580658	-77.8323623                                                                                                                                      
MD	24043010600	188561687	4808825	72.804	1.857	39.6642312	-77.9736634                                                                                                                                    
MD	24043010700	138283815	3414251	53.392	1.318	39.6904975	-78.2272917                                                                                                                                    
MD	24043010801	17951697	1167385	6.931	0.451	39.6175339	-77.8218148                                                                                                                                      
MD	24043010802	16770373	580634	6.475	0.224	39.5895516	-77.7992569                                                                                                                                       
MD	24043010900	110021738	4438071	42.48	1.714	39.5425738	-77.7909887                                                                                                                                     
MD	24043011000	4425975	0	1.709	0.	39.5596859	-77.7147954                                                                                                                                                
MD	24043011100	22183279	0	8.565	0.	39.5952044	-77.6975635                                                                                                                                               
MD	24043011201	16333161	0	6.306	0.	39.6326606	-77.66866                                                                                                                                                 
MD	24043011202	33271266	0	12.846	0.	39.6473046	-77.6434793                                                                                                                                              
MD	24043011301	37782590	52448	14.588	0.02	39.6518413	-77.5535734                                                                                                                                        
MD	24043011302	63571050	107704	24.545	0.042	39.577408	-77.6277538                                                                                                                                       
MD	24043011400	48727752	12954	18.814	0.005	39.5192622	-77.6586767                                                                                                                                       
MD	24043011500	142958900	4371670	55.197	1.688	39.4251806	-77.6870374                                                                                                                                    
MD	24043011600	53659597	3693801	20.718	1.426	39.4487814	-77.7555222                                                                                                                                     
MD	24045000100	3151466	17945	1.217	0.007	38.3718951	-75.5828034                                                                                                                                         
MD	24045000200	1593634	129021	0.615	0.05	38.3734507	-75.5981201                                                                                                                                         
MD	24045000300	1093274	107281	0.422	0.041	38.3691595	-75.6077483                                                                                                                                        
MD	24045000400	2544953	288035	0.983	0.111	38.3556849	-75.6076889                                                                                                                                        
MD	24045000500	1874919	40291	0.724	0.016	38.3562567	-75.5922496                                                                                                                                         
MD	24045010101	14187931	224665	5.478	0.087	38.3871716	-75.5692333                                                                                                                                       
MD	24045010102	6795025	190274	2.624	0.073	38.3574766	-75.5573802                                                                                                                                        
MD	24045010200	14538334	123476	5.613	0.048	38.4011208	-75.6163962                                                                                                                                       
MD	24045010300	33332158	1537521	12.87	0.594	38.3749473	-75.6539686                                                                                                                                      
MD	24045010400	17606342	1138242	6.798	0.439	38.3279089	-75.6367846                                                                                                                                      
MD	24045010501	9249869	235980	3.571	0.091	38.3167884	-75.6064921                                                                                                                                        
MD	24045010502	8567119	186904	3.308	0.072	38.3419765	-75.5793096                                                                                                                                        
MD	24045010603	66468282	323882	25.664	0.125	38.4306622	-75.518861                                                                                                                                       
MD	24045010604	95680609	304315	36.942	0.117	38.4126148	-75.4036426                                                                                                                                      
MD	24045010605	61224923	311120	23.639	0.12	38.2995593	-75.5401107                                                                                                                                       
MD	24045010606	165474183	440619	63.89	0.17	38.3371643	-75.4180216                                                                                                                                       
MD	24045010701	132075220	9778620	50.995	3.776	38.4623255	-75.7621149                                                                                                                                    
MD	24045010702	71136839	244677	27.466	0.094	38.4294739	-75.6419103                                                                                                                                      
MD	24045010800	263141498	51174905	101.6	19.759	38.3188264	-75.7974016                                                                                                                                   
MD	24047950000	2787153	4556676	1.076	1.759	38.3447482	-75.0850067                                                                                                                                       
MD	24047950100	4145183	14862667	1.6	5.739	38.4107064	-75.0713877                                                                                                                                        
MD	24047950300	4665446	4709503	1.801	1.818	38.4381184	-75.0664141                                                                                                                                       
MD	24047950400	8936220	7071715	3.45	2.73	38.3545215	-75.118088                                                                                                                                          
MD	24047950600	3745944	2108927	1.446	0.814	38.3908416	-75.1492458                                                                                                                                       
MD	24047950700	7994898	1500700	3.087	0.579	38.4005656	-75.1782966                                                                                                                                       
MD	24047950800	214071628	18872170	82.654	7.287	38.3902408	-75.2395213                                                                                                                                   
MD	24047950900	69126814	3972748	26.69	1.534	38.2846449	-75.2861575                                                                                                                                      
MD	24047951000	13740377	367779	5.305	0.142	38.3159433	-75.213277                                                                                                                                        
MD	24047951100	10098796	3909886	3.899	1.51	38.37846	-75.1488687                                                                                                                                         
MD	24047951200	347846016	16378617	134.304	6.324	38.1975549	-75.3431082                                                                                                                                  
MD	24047951300	15375010	920753	5.936	0.356	38.1618108	-75.3968682                                                                                                                                       
MD	24047951400	366570492	8826077	141.534	3.408	38.1323093	-75.4918445                                                                                                                                   
MD	24047951500	68397034	2890531	26.408	1.116	38.0392428	-75.590412                                                                                                                                      
MD	24047951700	39317450	20282766	15.181	7.831	38.275427	-75.1518692                                                                                                                                     
MD	24047980000	36014136	196706380	13.905	75.949	38.0730711	-75.2477947                                                                                                                                  
MD	24047990000	0	278907283	0.	107.687	38.2354541	-75.0990757                                                                                                                                            
MD	24510010100	393198	148387	0.152	0.057	39.2786343	-76.5745793                                                                                                                                         
MD	24510010200	355165	0	0.137	0.	39.2880851	-76.5740101                                                                                                                                                 
MD	24510010300	673883	10498	0.26	0.004	39.288365	-76.5802265                                                                                                                                            
MD	24510010400	373743	558487	0.144	0.216	39.2785	-76.5797059                                                                                                                                            
MD	24510010500	155244	0	0.06	0.	39.2888746	-76.5858889                                                                                                                                                  
MD	24510020100	174535	0	0.067	0.	39.2887712	-76.5887716                                                                                                                                                 
MD	24510020200	197559	0	0.076	0.	39.2886357	-76.5920299                                                                                                                                                 
MD	24510020300	662775	384066	0.256	0.148	39.280861	-76.5940789                                                                                                                                          
MD	24510030100	427357	0	0.165	0.	39.2894071	-76.5965747                                                                                                                                                 
MD	24510030200	504539	90487	0.195	0.035	39.2865363	-76.6022612                                                                                                                                          
MD	24510040100	1191059	1430	0.46	0.001	39.2902247	-76.6145813                                                                                                                                           
MD	24510040200	435698	0	0.168	0.	39.2903223	-76.6250565                                                                                                                                                 
MD	24510060100	238719	0	0.092	0.	39.2946533	-76.5751514                                                                                                                                                 
MD	24510060200	257736	0	0.1	0.	39.2944298	-76.5806137                                                                                                                                                   
MD	24510060300	187107	0	0.072	0.	39.2942438	-76.5855106                                                                                                                                                 
MD	24510060400	430134	0	0.166	0.	39.2950986	-76.5909176                                                                                                                                                 
MD	24510070100	290634	0	0.112	0.	39.2998323	-76.5754298                                                                                                                                                 
MD	24510070200	311144	0	0.12	0.	39.2996608	-76.5810142                                                                                                                                                  
MD	24510070300	228689	0	0.088	0.	39.2994991	-76.5859396                                                                                                                                                 
MD	24510070400	326987	0	0.126	0.	39.3002032	-76.592847                                                                                                                                                  
MD	24510080101	2323952	1899	0.897	0.001	39.322849	-76.579024                                                                                                                                            
MD	24510080102	365634	0	0.141	0.	39.3170456	-76.575892                                                                                                                                                  
MD	24510080200	856269	0	0.331	0.	39.311965	-76.5816166                                                                                                                                                  
MD	24510080301	268608	0	0.104	0.	39.3057013	-76.5820327                                                                                                                                                 
MD	24510080302	439533	0	0.17	0.	39.3059215	-76.576434                                                                                                                                                   
MD	24510080400	250976	0	0.097	0.	39.3056714	-76.5861659                                                                                                                                                 
MD	24510080500	348376	0	0.135	0.	39.3141597	-76.5938464                                                                                                                                                 
MD	24510080600	336416	0	0.13	0.	39.3104188	-76.5934776                                                                                                                                                  
MD	24510080700	298756	0	0.115	0.	39.3070324	-76.5932887                                                                                                                                                 
MD	24510080800	327454	0	0.126	0.	39.3036982	-76.5930531                                                                                                                                                 
MD	24510090100	657875	0	0.254	0.	39.3369651	-76.6036954                                                                                                                                                 
MD	24510090200	1737307	288605	0.671	0.111	39.3341698	-76.5855612                                                                                                                                        
MD	24510090300	794362	0	0.307	0.	39.3312328	-76.602379                                                                                                                                                  
MD	24510090400	352240	0	0.136	0.	39.3227817	-76.6064912                                                                                                                                                 
MD	24510090500	741595	0	0.286	0.	39.3249389	-76.6012005                                                                                                                                                 
MD	24510090600	397270	0	0.153	0.	39.3254965	-76.5902057                                                                                                                                                 
MD	24510090700	435082	0	0.168	0.	39.3209223	-76.5956215                                                                                                                                                 
MD	24510090800	846052	0	0.327	0.	39.3155244	-76.603691                                                                                                                                                  
MD	24510090900	686862	0	0.265	0.	39.3084221	-76.6035994                                                                                                                                                 
MD	24510100100	453811	0	0.175	0.	39.3032186	-76.6047442                                                                                                                                                 
MD	24510100200	304691	0	0.118	0.	39.2998552	-76.6022617                                                                                                                                                 
MD	24510100300	156309	0	0.06	0.	39.2995112	-76.609125                                                                                                                                                   
MD	24510110100	313924	0	0.121	0.	39.3002458	-76.6128641                                                                                                                                                 
MD	24510110200	720012	0	0.278	0.	39.3014593	-76.6175059                                                                                                                                                 
MD	24510120100	1039324	0	0.401	0.	39.3365279	-76.6165332                                                                                                                                                
MD	24510120201	348020	0	0.134	0.	39.3279849	-76.6118803                                                                                                                                                 
MD	24510120202	981794	0	0.379	0.	39.3286922	-76.6194426                                                                                                                                                 
MD	24510120300	403943	0	0.156	0.	39.3199472	-76.6124858                                                                                                                                                 
MD	24510120400	281027	0	0.109	0.	39.3138354	-76.612384                                                                                                                                                  
MD	24510120500	534554	0	0.206	0.	39.3085848	-76.6140036                                                                                                                                                 
MD	24510120600	504968	0	0.195	0.	39.317088	-76.6175228                                                                                                                                                  
MD	24510120700	1050295	9367	0.406	0.004	39.3184095	-76.623529                                                                                                                                           
MD	24510130100	301238	0	0.116	0.	39.3152325	-76.6343935                                                                                                                                                 
MD	24510130200	346792	0	0.134	0.	39.3122952	-76.6306383                                                                                                                                                 
MD	24510130300	359731	0	0.139	0.	39.3123572	-76.6406686                                                                                                                                                 
MD	24510130400	2617028	203955	1.01	0.079	39.3225962	-76.6448717                                                                                                                                         
MD	24510130600	872130	3815	0.337	0.001	39.3264635	-76.6304217                                                                                                                                           
MD	24510130700	1055552	0	0.408	0.	39.3366684	-76.6316576                                                                                                                                                
MD	24510130803	693566	0	0.268	0.	39.3402502	-76.6433643                                                                                                                                                 
MD	24510130804	737977	0	0.285	0.	39.3312836	-76.6384027                                                                                                                                                 
MD	24510130805	1632325	6396	0.63	0.002	39.3521291	-76.65222                                                                                                                                             
MD	24510130806	1402397	707	0.541	0.	39.3346113	-76.6503321                                                                                                                                              
MD	24510140100	566967	0	0.219	0.	39.3077211	-76.6256874                                                                                                                                                 
MD	24510140200	395229	0	0.153	0.	39.303753	-76.6321873                                                                                                                                                  
MD	24510140300	389282	0	0.15	0.	39.3078099	-76.6361904                                                                                                                                                  
MD	24510150100	369346	0	0.143	0.	39.3061672	-76.6417556                                                                                                                                                 
MD	24510150200	420326	0	0.162	0.	39.3063661	-76.6480486                                                                                                                                                 
MD	24510150300	399172	0	0.154	0.	39.3070301	-76.655067                                                                                                                                                  
MD	24510150400	815572	0	0.315	0.	39.3124588	-76.6527287                                                                                                                                                 
MD	24510150500	949478	9673	0.367	0.004	39.3222425	-76.6601029                                                                                                                                           
MD	24510150600	959035	0	0.37	0.	39.3090802	-76.6687936                                                                                                                                                  
MD	24510150701	858015	117437	0.331	0.045	39.3193302	-76.6678344                                                                                                                                         
MD	24510150702	391519	0	0.151	0.	39.3128159	-76.6678751                                                                                                                                                 
MD	24510150800	1090416	0	0.421	0.	39.3189717	-76.6778136                                                                                                                                                
MD	24510150900	1445802	1171	0.558	0.	39.3142211	-76.6842962                                                                                                                                             
MD	24510151000	1484540	0	0.573	0.	39.3333533	-76.6843827                                                                                                                                                
MD	24510151100	1698800	0	0.656	0.	39.3303769	-76.6723437                                                                                                                                                
MD	24510151200	777389	0	0.3	0.	39.3310266	-76.6599142                                                                                                                                                   
MD	24510151300	927386	0	0.358	0.	39.3378526	-76.6661876                                                                                                                                                 
MD	24510160100	382639	0	0.148	0.	39.2980892	-76.6363266                                                                                                                                                 
MD	24510160200	374068	0	0.144	0.	39.298715	-76.6408488                                                                                                                                                  
MD	24510160300	255076	0	0.098	0.	39.2985728	-76.6444023                                                                                                                                                 
MD	24510160400	401142	0	0.155	0.	39.2981335	-76.6481618                                                                                                                                                 
MD	24510160500	1036560	0	0.4	0.	39.2993805	-76.6555827                                                                                                                                                  
MD	24510160600	558111	0	0.215	0.	39.2967421	-76.6640109                                                                                                                                                 
MD	24510160700	953875	14242	0.368	0.005	39.3020563	-76.6686304                                                                                                                                          
MD	24510160801	389703	0	0.15	0.	39.298094	-76.6840558                                                                                                                                                   
MD	24510160802	1226587	0	0.474	0.	39.3002221	-76.6796308                                                                                                                                                
MD	24510170100	282142	0	0.109	0.	39.2971188	-76.6227994                                                                                                                                                 
